Protein	Start	Stop	Direction	BGC_Name	NCBI_Accession	ProteinSize	OrderInCluster	GroupName	RealSpecies	Domain	Domain_Accession	DupGroupName
QSS59355.1	10643	12762	1	1576_Histoplasma_capsulatum	GCA_017310585.1	2120	1.0	Group_0	Histoplasma_capsulatum	DIT1_PvcA	PF05141.13	nan
EEQ86903.2	1	2231	1	18_Blastomyces_dermatitidis	GCA_000003525.2	2231	5.0	Group_0	Blastomyces_dermatitidis	DIT1_PvcA	PF05141.13	nan
EEQ86904.1	5690	7658	0	18_Blastomyces_dermatitidis	GCA_000003525.2	1969	4.0	Group_6	Blastomyces_dermatitidis	p450	PF00067.23	nan
EEQ86905.1	8553	10465	0	18_Blastomyces_dermatitidis	GCA_000003525.2	1913	3.0	Group_8	Blastomyces_dermatitidis	MFS_1	PF07690.17	nan
EEQ86905.1	8553	10465	0	18_Blastomyces_dermatitidis	GCA_000003525.2	1913	3.0	Group_8	Blastomyces_dermatitidis	Sugar_tr	PF00083.25	nan
EEQ86906.1	10805	18452	0	18_Blastomyces_dermatitidis	GCA_000003525.2	7648	2.0	Group_7	Blastomyces_dermatitidis	NIF	PF03031.19	nan
XP_001544896.1	9371	9983	1	3392_Histoplasma_capsulatum	GCF_000149585.1	613	3.0	Group_7	Histoplasma_capsulatum	NIF	PF03031.19	nan
XP_001544897.1	14802	17039	1	3392_Histoplasma_capsulatum	GCF_000149585.1	2238	2.0	Group_6	Histoplasma_capsulatum	p450	PF00067.23	nan
XP_001544898.1	19983	22124	0	3392_Histoplasma_capsulatum	GCF_000149585.1	2142	1.0	Group_0	Histoplasma_capsulatum	DIT1_PvcA	PF05141.13	nan
EDN04078.1	9371	9983	1	35_Histoplasma_capsulatum	GCA_000149585.1	613	3.0	Group_7	Histoplasma_capsulatum	NIF	PF03031.19	nan
EDN04079.1	14802	17039	1	35_Histoplasma_capsulatum	GCA_000149585.1	2238	2.0	Group_6	Histoplasma_capsulatum	p450	PF00067.23	nan
EDN04080.1	19983	22124	0	35_Histoplasma_capsulatum	GCA_000149585.1	2142	1.0	Group_0	Histoplasma_capsulatum	DIT1_PvcA	PF05141.13	nan
KKZ68737.1	1	1680	0	431_Emmonsia_crescens	GCA_001008285.1	1680	1.0	Group_7	Emmonsia_crescens	NIF	PF03031.19	nan
KKZ68738.1	2779	4561	0	431_Emmonsia_crescens	GCA_001008285.1	1783	2.0	Group_8	Emmonsia_crescens	MFS_1	PF07690.17	nan
KKZ68738.1	2779	4561	0	431_Emmonsia_crescens	GCA_001008285.1	1783	2.0	Group_8	Emmonsia_crescens	Sugar_tr	PF00083.25	nan
KKZ68739.1	5670	7427	0	431_Emmonsia_crescens	GCA_001008285.1	1758	3.0	Group_6	Emmonsia_crescens	p450	PF00067.23	nan
KKZ68740.1	10849	12793	1	431_Emmonsia_crescens	GCA_001008285.1	1945	4.0	Group_0	Emmonsia_crescens	DIT1_PvcA	PF05141.13	nan
KLJ13645.1	14483	16141	0	432_Blastomyces_silverae	GCA_001014755.1	1659	1.0	Group_7	Blastomyces_silverae	NIF	PF03031.19	nan
KLJ13646.1	17252	19025	0	432_Blastomyces_silverae	GCA_001014755.1	1774	2.0	Group_8	Blastomyces_silverae	MFS_1	PF07690.17	nan
KLJ13646.1	17252	19025	0	432_Blastomyces_silverae	GCA_001014755.1	1774	2.0	Group_8	Blastomyces_silverae	Sugar_tr	PF00083.25	nan
KLJ13647.1	20126	21879	0	432_Blastomyces_silverae	GCA_001014755.1	1754	3.0	Group_6	Blastomyces_silverae	p450	PF00067.23	nan
KLJ13649.1	25296	27235	1	432_Blastomyces_silverae	GCA_001014755.1	1940	4.0	Group_0	Blastomyces_silverae	DIT1_PvcA	PF05141.13	nan
EEH06074.1	7271	9270	1	51_Histoplasma_capsulatum	GCA_000150115.1	2000	5.0	Group_0	Histoplasma_capsulatum	DIT1_PvcA	PF05141.13	nan
EEH06075.1	12413	14320	0	51_Histoplasma_capsulatum	GCA_000150115.1	1908	4.0	Group_6	Histoplasma_capsulatum	p450	PF00067.23	nan
EEH06076.1	15436	17218	0	51_Histoplasma_capsulatum	GCA_000150115.1	1783	3.0	Group_8	Histoplasma_capsulatum	MFS_1	PF07690.17	nan
EEH06076.1	15436	17218	0	51_Histoplasma_capsulatum	GCA_000150115.1	1783	3.0	Group_8	Histoplasma_capsulatum	Sugar_tr	PF00083.25	nan
EEH06077.1	18239	19920	0	51_Histoplasma_capsulatum	GCA_000150115.1	1682	2.0	Group_7	Histoplasma_capsulatum	NIF	PF03031.19	nan
OJD16308.1	11134	12890	1	583_Emergomyces_pasteurianus	GCA_001883825.1	1757	4.0	Group_0	Emergomyces_pasteurianus	DIT1_PvcA	PF05141.13	nan
OJD16309.1	15505	17126	0	583_Emergomyces_pasteurianus	GCA_001883825.1	1622	3.0	Group_6	Emergomyces_pasteurianus	p450	PF00067.23	nan
OJD16310.1	18270	20048	0	583_Emergomyces_pasteurianus	GCA_001883825.1	1779	2.0	Group_8	Emergomyces_pasteurianus	MFS_1	PF07690.17	nan
OJD16310.1	18270	20048	0	583_Emergomyces_pasteurianus	GCA_001883825.1	1779	2.0	Group_8	Emergomyces_pasteurianus	Sugar_tr	PF00083.25	nan
EGC48830.1	7357	9298	1	59_Histoplasma_capsulatum	GCA_000151005.2	1942	5.0	Group_0	Histoplasma_capsulatum	DIT1_PvcA	PF05141.13	nan
EGC48831.1	12416	14322	0	59_Histoplasma_capsulatum	GCA_000151005.2	1907	4.0	Group_6	Histoplasma_capsulatum	p450	PF00067.23	nan
EGC48832.1	15446	17228	0	59_Histoplasma_capsulatum	GCA_000151005.2	1783	3.0	Group_8	Histoplasma_capsulatum	MFS_1	PF07690.17	nan
EGC48832.1	15446	17228	0	59_Histoplasma_capsulatum	GCA_000151005.2	1783	3.0	Group_8	Histoplasma_capsulatum	Sugar_tr	PF00083.25	nan
EGC48833.1	18241	20192	0	59_Histoplasma_capsulatum	GCA_000151005.2	1952	2.0	Group_7	Histoplasma_capsulatum	NIF	PF03031.19	nan
EER37613.1	1	1953	1	60_Histoplasma_capsulatum	GCA_000151035.1	1953	3.0	Group_7	Histoplasma_capsulatum	NIF	PF03031.19	nan
EER37614.1	5885	7666	1	60_Histoplasma_capsulatum	GCA_000151035.1	1782	2.0	Group_6	Histoplasma_capsulatum	p450	PF00067.23	nan
EER37615.1	11001	12942	0	60_Histoplasma_capsulatum	GCA_000151035.1	1942	1.0	Group_0	Histoplasma_capsulatum	DIT1_PvcA	PF05141.13	nan
EGE79695.2	12919	14940	1	66_Blastomyces_dermatitidis	GCA_000151595.1	2022	1.0	Group_0	Blastomyces_dermatitidis	DIT1_PvcA	PF05141.13	nan
EQL30738.1	1	2230	1	68_Blastomyces_dermatitidis	GCA_000166155.1	2230	5.0	Group_0	Blastomyces_dermatitidis	DIT1_PvcA	PF05141.13	nan
EQL30739.1	5688	7661	0	68_Blastomyces_dermatitidis	GCA_000166155.1	1974	4.0	Group_6	Blastomyces_dermatitidis	p450	PF00067.23	nan
EQL30740.1	8556	10468	0	68_Blastomyces_dermatitidis	GCA_000166155.1	1913	3.0	Group_8	Blastomyces_dermatitidis	MFS_1	PF07690.17	nan
EQL30740.1	8556	10468	0	68_Blastomyces_dermatitidis	GCA_000166155.1	1913	3.0	Group_8	Blastomyces_dermatitidis	Sugar_tr	PF00083.25	nan
EQL30741.1	11537	13195	0	68_Blastomyces_dermatitidis	GCA_000166155.1	1659	2.0	Group_7	Blastomyces_dermatitidis	NIF	PF03031.19	nan
PGH30761.1	1	1946	1	696_Emmonsia_crescens	GCA_002572855.1	1946	5.0	Group_0	Emmonsia_crescens	DIT1_PvcA	PF05141.13	nan
PGH30762.1	5410	7166	0	696_Emmonsia_crescens	GCA_002572855.1	1757	4.0	Group_6	Emmonsia_crescens	p450	PF00067.23	nan
PGH30763.1	8305	10090	0	696_Emmonsia_crescens	GCA_002572855.1	1786	3.0	Group_8	Emmonsia_crescens	MFS_1	PF07690.17	nan
PGH30763.1	8305	10090	0	696_Emmonsia_crescens	GCA_002572855.1	1786	3.0	Group_8	Emmonsia_crescens	Sugar_tr	PF00083.25	nan
PGH30764.1	11199	12881	0	696_Emmonsia_crescens	GCA_002572855.1	1683	2.0	Group_7	Emmonsia_crescens	NIF	PF03031.19	nan
PGH15792.1	9593	11265	0	697_Helicocarpus_griseus	GCA_002573585.1	1673	1.0	Group_7	Helicocarpus_griseus	NIF	PF03031.19	nan
PGH15793.1	12265	14075	0	697_Helicocarpus_griseus	GCA_002573585.1	1811	2.0	Group_8	Helicocarpus_griseus	MFS_1	PF07690.17	nan
PGH15793.1	12265	14075	0	697_Helicocarpus_griseus	GCA_002573585.1	1811	2.0	Group_8	Helicocarpus_griseus	Sugar_tr	PF00083.25	nan
PGH15794.1	15507	17169	0	697_Helicocarpus_griseus	GCA_002573585.1	1663	3.0	Group_6	Helicocarpus_griseus	p450	PF00067.23	nan
PGH15795.1	21243	23157	1	697_Helicocarpus_griseus	GCA_002573585.1	1915	4.0	Group_0	Helicocarpus_griseus	DIT1_PvcA	PF05141.13	nan
