Protein	Start	Stop	Direction	BGC_Name	NCBI_Accession	ProteinSize	OrderInCluster	GroupName	RealSpecies	Domain	Domain_Accession	DupGroupName
TIC98893.1	1	1937	1	1005_Colletotrichum_higginsianum	GCA_004920355.1	1937	4.0	Group_0	Colletotrichum_higginsianum	DIT1_PvcA	PF05141.13	Group_0.1
TIC98894.1	3913	5852	1	1005_Colletotrichum_higginsianum	GCA_004920355.1	1940	3.0	Group_0	Colletotrichum_higginsianum	p450	PF00067.23	Group_0.2
TIC98895.1	6941	8864	0	1005_Colletotrichum_higginsianum	GCA_004920355.1	1924	2.0	Group_1	Colletotrichum_higginsianum	MFS_1	PF07690.17	nan
TIC98895.1	6941	8864	0	1005_Colletotrichum_higginsianum	GCA_004920355.1	1924	2.0	Group_1	Colletotrichum_higginsianum	Sugar_tr	PF00083.25	nan
KAE9577405.1	23428	24359	1	1107_Colletotrichum_fructicola	GCA_009771025.1	932	5.0	Group_10	Colletotrichum_fructicola	DJ-1_PfpI	PF01965.25	nan
KAE9577445.1	25017	26901	1	1107_Colletotrichum_fructicola	GCA_009771025.1	1885	4.0	Group_0	Colletotrichum_fructicola	DIT1_PvcA	PF05141.13	Group_0.1
KAE9577444.1	28595	30503	1	1107_Colletotrichum_fructicola	GCA_009771025.1	1909	3.0	Group_0	Colletotrichum_fructicola	p450	PF00067.23	Group_0.2
KAE9577331.1	31522	33360	0	1107_Colletotrichum_fructicola	GCA_009771025.1	1839	2.0	Group_1	Colletotrichum_fructicola	MFS_1	PF07690.17	nan
KAE9577331.1	31522	33360	0	1107_Colletotrichum_fructicola	GCA_009771025.1	1839	2.0	Group_1	Colletotrichum_fructicola	Sugar_tr	PF00083.25	nan
KAF0331381.1	1	1838	0	1117_Colletotrichum_asianum	GCA_009806415.1	1838	1.0	Group_1	Colletotrichum_asianum	MFS_1	PF07690.17	nan
KAF0331381.1	1	1838	0	1117_Colletotrichum_asianum	GCA_009806415.1	1838	1.0	Group_1	Colletotrichum_asianum	Sugar_tr	PF00083.25	nan
KAF0331382.1	2809	8322	1	1117_Colletotrichum_asianum	GCA_009806415.1	5514	2.0	Group_0	Colletotrichum_asianum	DIT1_PvcA	PF05141.13	Group_0.1
KAF0331382.1	2809	8322	1	1117_Colletotrichum_asianum	GCA_009806415.1	5514	2.0	Group_0	Colletotrichum_asianum	p450	PF00067.23	nan
KAF0331383.1	8980	9906	1	1117_Colletotrichum_asianum	GCA_009806415.1	927	3.0	Group_10	Colletotrichum_asianum	DJ-1_PfpI	PF01965.25	nan
KAF4779157.1	66386	68610	0	1233_Colletotrichum_scovillei	GCA_011075155.1	2225	1.0	Group_1	Colletotrichum_scovillei	MFS_1	PF07690.17	nan
KAF4779157.1	66386	68610	0	1233_Colletotrichum_scovillei	GCA_011075155.1	2225	1.0	Group_1	Colletotrichum_scovillei	Sugar_tr	PF00083.25	nan
KAF4780302.1	69482	71446	1	1233_Colletotrichum_scovillei	GCA_011075155.1	1965	2.0	Group_0	Colletotrichum_scovillei	p450	PF00067.23	nan
KAF4779264.1	73129	75834	1	1233_Colletotrichum_scovillei	GCA_011075155.1	2706	3.0	Group_0	Colletotrichum_scovillei	DIT1_PvcA	PF05141.13	Group_0.2
KAF9881175.1	1	986	1	1253_Colletotrichum_karsti	GCA_011947395.2	986	2.0	Group_10	Colletotrichum_karsti	DJ-1_PfpI	PF01965.25	nan
KAF9881176.1	1554	3433	1	1253_Colletotrichum_karsti	GCA_011947395.2	1880	1.0	Group_0	Colletotrichum_karsti	DIT1_PvcA	PF05141.13	Group_0.1
KAH0444962.1	1	978	1	1254_Colletotrichum_camelliae	GCA_011947485.2	978	5.0	Group_10	Colletotrichum_camelliae	DJ-1_PfpI	PF01965.25	nan
KAH0444963.1	1585	3476	1	1254_Colletotrichum_camelliae	GCA_011947485.2	1892	4.0	Group_0	Colletotrichum_camelliae	DIT1_PvcA	PF05141.13	Group_0.1
KAH0444964.1	5177	7073	1	1254_Colletotrichum_camelliae	GCA_011947485.2	1897	3.0	Group_0	Colletotrichum_camelliae	p450	PF00067.23	Group_0.2
KAH0444965.1	8047	9897	0	1254_Colletotrichum_camelliae	GCA_011947485.2	1851	2.0	Group_1	Colletotrichum_camelliae	MFS_1	PF07690.17	nan
KAH0444965.1	8047	9897	0	1254_Colletotrichum_camelliae	GCA_011947485.2	1851	2.0	Group_1	Colletotrichum_camelliae	Sugar_tr	PF00083.25	nan
KAF4411882.1	1	1885	1	1315_Colletotrichum_fructicola	GCA_012932255.1	1885	1.0	Group_0	Colletotrichum_fructicola	DIT1_PvcA	PF05141.13	Group_0.1
KAF4412159.1	2543	3792	1	1315_Colletotrichum_fructicola	GCA_012932255.1	1250	2.0	Group_10	Colletotrichum_fructicola	DJ-1_PfpI	PF01965.25	nan
KAF4861567.1	1	1887	1	1334_Colletotrichum_siamense	GCA_013201745.1	1887	1.0	Group_0	Colletotrichum_siamense	DIT1_PvcA	PF05141.13	Group_0.1
KAF4861707.1	2545	3476	1	1334_Colletotrichum_siamense	GCA_013201745.1	932	2.0	Group_10	Colletotrichum_siamense	DJ-1_PfpI	PF01965.25	nan
KAF4931168.1	7506	8434	1	1337_Colletotrichum_viniferum	GCA_013201765.1	929	5.0	Group_10	Colletotrichum_viniferum	DJ-1_PfpI	PF01965.25	nan
KAF4931167.1	9090	10971	1	1337_Colletotrichum_viniferum	GCA_013201765.1	1882	4.0	Group_0	Colletotrichum_viniferum	DIT1_PvcA	PF05141.13	Group_0.1
KAF4931166.1	12727	14547	1	1337_Colletotrichum_viniferum	GCA_013201765.1	1821	3.0	Group_0	Colletotrichum_viniferum	p450	PF00067.23	Group_0.2
KAF4931165.1	15548	17403	0	1337_Colletotrichum_viniferum	GCA_013201765.1	1856	2.0	Group_1	Colletotrichum_viniferum	MFS_1	PF07690.17	nan
KAF4931165.1	15548	17403	0	1337_Colletotrichum_viniferum	GCA_013201765.1	1856	2.0	Group_1	Colletotrichum_viniferum	Sugar_tr	PF00083.25	nan
KAF4849178.1	1	1887	1	1345_Colletotrichum_siamense	GCA_013201795.1	1887	1.0	Group_0	Colletotrichum_siamense	DIT1_PvcA	PF05141.13	Group_0.1
KAF4849171.1	2545	3476	1	1345_Colletotrichum_siamense	GCA_013201795.1	932	2.0	Group_10	Colletotrichum_siamense	DJ-1_PfpI	PF01965.25	nan
KAF4876268.1	48413	49342	1	1353_Colletotrichum_siamense	GCA_013201865.1	930	2.0	Group_10	Colletotrichum_siamense	DJ-1_PfpI	PF01965.25	nan
KAF4876269.1	50000	51885	1	1353_Colletotrichum_siamense	GCA_013201865.1	1886	1.0	Group_0	Colletotrichum_siamense	DIT1_PvcA	PF05141.13	Group_0.1
KAF4917442.1	1	1839	0	1358_Colletotrichum_fructicola	GCA_013201905.1	1839	1.0	Group_1	Colletotrichum_fructicola	MFS_1	PF07690.17	nan
KAF4917442.1	1	1839	0	1358_Colletotrichum_fructicola	GCA_013201905.1	1839	1.0	Group_1	Colletotrichum_fructicola	Sugar_tr	PF00083.25	nan
KAF4917319.1	2858	4766	1	1358_Colletotrichum_fructicola	GCA_013201905.1	1909	2.0	Group_0	Colletotrichum_fructicola	p450	PF00067.23	nan
KAF4917443.1	6466	8350	1	1358_Colletotrichum_fructicola	GCA_013201905.1	1885	3.0	Group_0	Colletotrichum_fructicola	DIT1_PvcA	PF05141.13	Group_0.2
KAF4917444.1	9008	9939	1	1358_Colletotrichum_fructicola	GCA_013201905.1	932	4.0	Group_10	Colletotrichum_fructicola	DJ-1_PfpI	PF01965.25	nan
KAF4942207.1	26203	27134	1	1363_Colletotrichum_fructicola	GCA_013201925.1	932	5.0	Group_10	Colletotrichum_fructicola	DJ-1_PfpI	PF01965.25	nan
KAF4942206.1	27792	29676	1	1363_Colletotrichum_fructicola	GCA_013201925.1	1885	4.0	Group_0	Colletotrichum_fructicola	DIT1_PvcA	PF05141.13	Group_0.1
KAF4942213.1	31466	33284	1	1363_Colletotrichum_fructicola	GCA_013201925.1	1819	3.0	Group_0	Colletotrichum_fructicola	p450	PF00067.23	Group_0.2
KAF4942212.1	34303	36141	0	1363_Colletotrichum_fructicola	GCA_013201925.1	1839	2.0	Group_1	Colletotrichum_fructicola	MFS_1	PF07690.17	nan
KAF4942212.1	34303	36141	0	1363_Colletotrichum_fructicola	GCA_013201925.1	1839	2.0	Group_1	Colletotrichum_fructicola	Sugar_tr	PF00083.25	nan
KAF5506830.1	41279	42209	1	1407_Colletotrichum_siamense	GCA_013390195.1	931	5.0	Group_10	Colletotrichum_siamense	DJ-1_PfpI	PF01965.25	nan
KAF5506827.1	42867	44752	1	1407_Colletotrichum_siamense	GCA_013390195.1	1886	4.0	Group_0	Colletotrichum_siamense	DIT1_PvcA	PF05141.13	Group_0.1
KAF5506828.1	46542	48360	1	1407_Colletotrichum_siamense	GCA_013390195.1	1819	3.0	Group_0	Colletotrichum_siamense	p450	PF00067.23	Group_0.2
KAF5506835.1	49382	51231	0	1407_Colletotrichum_siamense	GCA_013390195.1	1850	2.0	Group_1	Colletotrichum_siamense	MFS_1	PF07690.17	nan
KAF5506835.1	49382	51231	0	1407_Colletotrichum_siamense	GCA_013390195.1	1850	2.0	Group_1	Colletotrichum_siamense	Sugar_tr	PF00083.25	nan
KAF5503055.1	41468	42399	1	1412_Colletotrichum_fructicola	GCA_013390205.1	932	5.0	Group_10	Colletotrichum_fructicola	DJ-1_PfpI	PF01965.25	nan
KAF5504057.1	43057	44941	1	1412_Colletotrichum_fructicola	GCA_013390205.1	1885	4.0	Group_0	Colletotrichum_fructicola	DIT1_PvcA	PF05141.13	Group_0.1
KAF5504058.1	46641	48902	1	1412_Colletotrichum_fructicola	GCA_013390205.1	2262	3.0	Group_0	Colletotrichum_fructicola	p450	PF00067.23	Group_0.2
KAF5503612.1	49568	51406	0	1412_Colletotrichum_fructicola	GCA_013390205.1	1839	2.0	Group_1	Colletotrichum_fructicola	MFS_1	PF07690.17	nan
KAF5503612.1	49568	51406	0	1412_Colletotrichum_fructicola	GCA_013390205.1	1839	2.0	Group_1	Colletotrichum_fructicola	Sugar_tr	PF00083.25	nan
KAF4488348.1	1	1885	1	148_Colletotrichum_fructicola	GCA_000319635.2	1885	1.0	Group_0	Colletotrichum_fructicola	DIT1_PvcA	PF05141.13	Group_0.1
KAF4489900.1	2543	3792	1	148_Colletotrichum_fructicola	GCA_000319635.2	1250	2.0	Group_10	Colletotrichum_fructicola	DJ-1_PfpI	PF01965.25	nan
KAF6791748.1	7768	8801	1	1494_Colletotrichum_truncatum	GCA_014235925.1	1034	5.0	Group_10	Colletotrichum_truncatum	DJ-1_PfpI	PF01965.25	nan
KAF6791749.1	11528	13374	1	1494_Colletotrichum_truncatum	GCA_014235925.1	1847	4.0	Group_0	Colletotrichum_truncatum	DIT1_PvcA	PF05141.13	Group_0.1
KAF6791750.1	15251	17146	1	1494_Colletotrichum_truncatum	GCA_014235925.1	1896	3.0	Group_0	Colletotrichum_truncatum	p450	PF00067.23	Group_0.2
KAF6791751.1	18058	19805	0	1494_Colletotrichum_truncatum	GCA_014235925.1	1748	2.0	Group_1	Colletotrichum_truncatum	MFS_1	PF07690.17	nan
KAF6791751.1	18058	19805	0	1494_Colletotrichum_truncatum	GCA_014235925.1	1748	2.0	Group_1	Colletotrichum_truncatum	Sugar_tr	PF00083.25	nan
KAF6841589.1	20126	20848	1	1497_Colletotrichum_plurivorum	GCA_014235945.1	723	5.0	Group_10	Colletotrichum_plurivorum	DJ-1_PfpI	PF01965.25	nan
KAF6841590.1	21655	23522	1	1497_Colletotrichum_plurivorum	GCA_014235945.1	1868	4.0	Group_0	Colletotrichum_plurivorum	DIT1_PvcA	PF05141.13	Group_0.1
KAF6841591.1	25614	27631	1	1497_Colletotrichum_plurivorum	GCA_014235945.1	2018	3.0	Group_0	Colletotrichum_plurivorum	p450	PF00067.23	Group_0.2
KAF6841592.1	28651	30469	0	1497_Colletotrichum_plurivorum	GCA_014235945.1	1819	2.0	Group_1	Colletotrichum_plurivorum	MFS_1	PF07690.17	nan
KAF6841592.1	28651	30469	0	1497_Colletotrichum_plurivorum	GCA_014235945.1	1819	2.0	Group_1	Colletotrichum_plurivorum	Sugar_tr	PF00083.25	nan
KAG7290030.1	8499	10113	1	1640_Staphylotrichum_longicolle	GCA_019096155.1	1615	1.0	Group_0	Staphylotrichum_longicolle	p450	PF00067.23	nan
KAG7290031.1	11715	13599	1	1640_Staphylotrichum_longicolle	GCA_019096155.1	1885	2.0	Group_0	Staphylotrichum_longicolle	DIT1_PvcA	PF05141.13	Group_0.2
TDZ22547.1	1	1915	1	179_Colletotrichum_orbiculare	GCA_000350065.2	1915	4.0	Group_0	Colletotrichum_orbiculare	DIT1_PvcA	PF05141.13	Group_0.1
TDZ22592.1	25977	28977	1	179_Colletotrichum_orbiculare	GCA_000350065.2	3001	3.0	Group_0	Colletotrichum_orbiculare	p450	PF00067.23	Group_0.2
TDZ22424.1	29162	31112	0	179_Colletotrichum_orbiculare	GCA_000350065.2	1951	2.0	Group_1	Colletotrichum_orbiculare	MFS_1	PF07690.17	nan
TDZ22424.1	29162	31112	0	179_Colletotrichum_orbiculare	GCA_000350065.2	1951	2.0	Group_1	Colletotrichum_orbiculare	Sugar_tr	PF00083.25	nan
EQB45520.1	15739	16652	1	214_Colletotrichum_gloeosporioides	GCA_000446055.1	914	5.0	Group_10	Colletotrichum_gloeosporioides	DJ-1_PfpI	PF01965.25	nan
EQB45521.1	17310	19197	1	214_Colletotrichum_gloeosporioides	GCA_000446055.1	1888	4.0	Group_0	Colletotrichum_gloeosporioides	DIT1_PvcA	PF05141.13	Group_0.1
EQB45522.1	20892	22800	1	214_Colletotrichum_gloeosporioides	GCA_000446055.1	1909	3.0	Group_0	Colletotrichum_gloeosporioides	p450	PF00067.23	Group_0.2
EQB45523.1	23813	25662	0	214_Colletotrichum_gloeosporioides	GCA_000446055.1	1850	2.0	Group_1	Colletotrichum_gloeosporioides	MFS_1	PF07690.17	nan
EQB45523.1	23813	25662	0	214_Colletotrichum_gloeosporioides	GCA_000446055.1	1850	2.0	Group_1	Colletotrichum_gloeosporioides	Sugar_tr	PF00083.25	nan
XP_007276844.1	27359	29197	0	3464_Colletotrichum_fructicola	GCF_000319635.1	1839	1.0	Group_1	Colletotrichum_fructicola	MFS_1	PF07690.17	nan
XP_007276844.1	27359	29197	0	3464_Colletotrichum_fructicola	GCF_000319635.1	1839	1.0	Group_1	Colletotrichum_fructicola	Sugar_tr	PF00083.25	nan
XP_007276845.1	30216	32124	1	3464_Colletotrichum_fructicola	GCF_000319635.1	1909	2.0	Group_0	Colletotrichum_fructicola	p450	PF00067.23	nan
XP_007276846.1	33807	35691	1	3464_Colletotrichum_fructicola	GCF_000319635.1	1885	3.0	Group_0	Colletotrichum_fructicola	DIT1_PvcA	PF05141.13	Group_0.2
XP_007276847.1	36349	37280	1	3464_Colletotrichum_fructicola	GCF_000319635.1	932	4.0	Group_10	Colletotrichum_fructicola	DJ-1_PfpI	PF01965.25	nan
XP_022474952.1	1	2025	1	3587_Colletotrichum_orchidophilum	GCF_001831195.1	2025	1.0	Group_0	Colletotrichum_orchidophilum	DIT1_PvcA	PF05141.13	Group_0.1
XP_022474953.1	2885	3861	1	3587_Colletotrichum_orchidophilum	GCF_001831195.1	977	2.0	Group_10	Colletotrichum_orchidophilum	DJ-1_PfpI	PF01965.25	nan
XP_031886952.1	23428	24359	1	3681_Colletotrichum_fructicola	GCF_009771025.1	932	5.0	Group_10	Colletotrichum_fructicola	DJ-1_PfpI	PF01965.25	nan
XP_031886992.1	25017	26901	1	3681_Colletotrichum_fructicola	GCF_009771025.1	1885	4.0	Group_0	Colletotrichum_fructicola	DIT1_PvcA	PF05141.13	Group_0.1
XP_031886991.1	28595	30503	1	3681_Colletotrichum_fructicola	GCF_009771025.1	1909	3.0	Group_0	Colletotrichum_fructicola	p450	PF00067.23	Group_0.2
XP_031886878.1	31522	33360	0	3681_Colletotrichum_fructicola	GCF_009771025.1	1839	2.0	Group_1	Colletotrichum_fructicola	MFS_1	PF07690.17	nan
XP_031886878.1	31522	33360	0	3681_Colletotrichum_fructicola	GCF_009771025.1	1839	2.0	Group_1	Colletotrichum_fructicola	Sugar_tr	PF00083.25	nan
XP_035332160.1	66386	68610	0	3714_Colletotrichum_scovillei	GCF_011075155.1	2225	1.0	Group_1	Colletotrichum_scovillei	MFS_1	PF07690.17	nan
XP_035332160.1	66386	68610	0	3714_Colletotrichum_scovillei	GCF_011075155.1	2225	1.0	Group_1	Colletotrichum_scovillei	Sugar_tr	PF00083.25	nan
XP_035333305.1	69482	71446	1	3714_Colletotrichum_scovillei	GCF_011075155.1	1965	2.0	Group_0	Colletotrichum_scovillei	p450	PF00067.23	nan
XP_035332267.1	73129	75834	1	3714_Colletotrichum_scovillei	GCF_011075155.1	2706	3.0	Group_0	Colletotrichum_scovillei	DIT1_PvcA	PF05141.13	Group_0.2
XP_038750636.1	1	986	1	3717_Colletotrichum_karsti	GCF_011947395.1	986	2.0	Group_10	Colletotrichum_karsti	DJ-1_PfpI	PF01965.25	nan
XP_038750637.1	1554	3433	1	3717_Colletotrichum_karsti	GCF_011947395.1	1880	1.0	Group_0	Colletotrichum_karsti	DIT1_PvcA	PF05141.13	Group_0.1
XP_037181540.1	22017	23866	0	3729_Colletotrichum_aenigma	GCF_013390185.1	1850	1.0	Group_1	Colletotrichum_aenigma	MFS_1	PF07690.17	nan
