Protein	Start	Stop	Direction	BGC_Name	NCBI_Accession	ProteinSize	OrderInCluster	GroupName	RealSpecies	Domain	Domain_Accession	DupGroupName
KAE9991796.1	2420	3472	0	1102_Venturia_inaequalis	GCA_009769405.1	1053	8.0	Group_1	Venturia_inaequalis	Abhydrolase_3	PF07859.14	nan
KAE9991796.1	2420	3472	0	1102_Venturia_inaequalis	GCA_009769405.1	1053	8.0	Group_1	Venturia_inaequalis	COesterase	PF00135.29	nan
KAE9991797.1	4234	6908	1	1102_Venturia_inaequalis	GCA_009769405.1	2675	7.0	Group_2	Venturia_inaequalis	ABC_tran	PF00005.28	nan
KAE9991797.1	4234	6908	1	1102_Venturia_inaequalis	GCA_009769405.1	2675	7.0	Group_2	Venturia_inaequalis	DIT1_PvcA	PF05141.13	nan
KAE9991798.1	8447	12331	0	1102_Venturia_inaequalis	GCA_009769405.1	3885	6.0	Group_3	Venturia_inaequalis	AMP-binding	PF00501.29	Group_3.3
KAE9991798.1	8447	12331	0	1102_Venturia_inaequalis	GCA_009769405.1	3885	6.0	Group_3	Venturia_inaequalis	PP-binding	PF00550.26	nan
KAE9991798.1	8447	12331	0	1102_Venturia_inaequalis	GCA_009769405.1	3885	6.0	Group_3	Venturia_inaequalis	Transferase	PF02458.16	nan
KAE9991799.1	13332	15267	0	1102_Venturia_inaequalis	GCA_009769405.1	1936	5.0	Group_3	Venturia_inaequalis	MFS_1	PF07690.17	Group_3.6
KAE9976549.1	1	1803	0	1105_Venturia_inaequalis	GCA_009769425.1	1803	1.0	Group_4	Venturia_inaequalis	MFS_1	PF07690.17	nan
KAE9976550.1	2789	9612	0	1105_Venturia_inaequalis	GCA_009769425.1	6824	2.0	Group_3	Venturia_inaequalis	AMP-binding	PF00501.29	Group_3.3
KAE9976550.1	2789	9612	0	1105_Venturia_inaequalis	GCA_009769425.1	6824	2.0	Group_3	Venturia_inaequalis	MFS_1	PF07690.17	nan
KAE9976550.1	2789	9612	0	1105_Venturia_inaequalis	GCA_009769425.1	6824	2.0	Group_3	Venturia_inaequalis	PP-binding	PF00550.26	nan
KAE9976550.1	2789	9612	0	1105_Venturia_inaequalis	GCA_009769425.1	6824	2.0	Group_3	Venturia_inaequalis	Transferase	PF02458.16	nan
KAE9976551.1	11151	14302	1	1105_Venturia_inaequalis	GCA_009769425.1	3152	3.0	Group_2	Venturia_inaequalis	ABC_tran	PF00005.28	nan
KAE9976551.1	11151	14302	1	1105_Venturia_inaequalis	GCA_009769425.1	3152	3.0	Group_2	Venturia_inaequalis	DIT1_PvcA	PF05141.13	nan
KAE9976552.1	14584	15636	0	1105_Venturia_inaequalis	GCA_009769425.1	1053	4.0	Group_1	Venturia_inaequalis	Abhydrolase_3	PF07859.14	nan
KAE9976552.1	14584	15636	0	1105_Venturia_inaequalis	GCA_009769425.1	1053	4.0	Group_1	Venturia_inaequalis	COesterase	PF00135.29	nan
KAE9976554.1	19506	19898	1	1105_Venturia_inaequalis	GCA_009769425.1	393	5.0	Group_5	Venturia_inaequalis	DJ-1_PfpI	PF01965.25	nan
KAF2439232.1	6008	7321	0	1147_Karstenula_rhodostoma	GCA_010093485.1	1314	1.0	Group_5	Karstenula_rhodostoma	DJ-1_PfpI	PF01965.25	nan
KAF2439233.1	7626	9996	0	1147_Karstenula_rhodostoma	GCA_010093485.1	2371	2.0	Group_4	Karstenula_rhodostoma	MFS_1	PF07690.17	nan
KAF2439234.1	10550	12914	0	1147_Karstenula_rhodostoma	GCA_010093485.1	2365	3.0	Group_3	Karstenula_rhodostoma	MFS_1	PF07690.17	nan
KAF2439234.1	10550	12914	0	1147_Karstenula_rhodostoma	GCA_010093485.1	2365	3.0	Group_3	Karstenula_rhodostoma	TRI12	PF06609.14	nan
KAF2439235.1	13717	18073	0	1147_Karstenula_rhodostoma	GCA_010093485.1	4357	4.0	Group_3	Karstenula_rhodostoma	AMP-binding	PF00501.29	Group_3.6
