Protein	Start	Stop	Direction	BGC_Name	NCBI_Accession	ProteinSize	OrderInCluster	GroupName	RealSpecies	Domain	Domain_Accession	DupGroupName
ESU15199.1	21158	25221	0	100_Fusarium_graminearum	GCA_000240135.3	4064	1.0	Group_0	Fusarium_graminearum	E1-E2_ATPase	PF00122.21	nan
ESU15199.1	21158	25221	0	100_Fusarium_graminearum	GCA_000240135.3	4064	1.0	Group_0	Fusarium_graminearum	HMA	PF00403.27	nan
ESU15199.1	21158	25221	0	100_Fusarium_graminearum	GCA_000240135.3	4064	1.0	Group_0	Fusarium_graminearum	Hydrolase	PF00702.27	nan
ESU15199.1	21158	25221	0	100_Fusarium_graminearum	GCA_000240135.3	4064	1.0	Group_0	Fusarium_graminearum	Hydrolase_3	PF08282.13	nan
ESU15201.1	28088	29720	1	100_Fusarium_graminearum	GCA_000240135.3	1633	2.0	Group_3	Fusarium_graminearum	p450	PF00067.23	nan
ESU15202.1	30538	32032	0	100_Fusarium_graminearum	GCA_000240135.3	1495	3.0	Group_2	Fusarium_graminearum	DIT1_PvcA	PF05141.13	Group_2.1
TVY60241.1	1	1436	1	1010_Fusarium_oxysporum	GCA_005930515.1	1436	10.0	Group_2	Fusarium_oxysporum	DIT1_PvcA	PF05141.13	Group_2.1
TVY60077.1	2328	5691	0	1010_Fusarium_oxysporum	GCA_005930515.1	3364	9.0	Group_0	Fusarium_oxysporum	E1-E2_ATPase	PF00122.21	nan
TVY60077.1	2328	5691	0	1010_Fusarium_oxysporum	GCA_005930515.1	3364	9.0	Group_0	Fusarium_oxysporum	HMA	PF00403.27	nan
TVY60077.1	2328	5691	0	1010_Fusarium_oxysporum	GCA_005930515.1	3364	9.0	Group_0	Fusarium_oxysporum	Hydrolase	PF00702.27	nan
TVY60077.1	2328	5691	0	1010_Fusarium_oxysporum	GCA_005930515.1	3364	9.0	Group_0	Fusarium_oxysporum	Hydrolase_3	PF08282.13	nan
TVY60169.1	6148	7418	1	1010_Fusarium_oxysporum	GCA_005930515.1	1271	8.0	Group_16	Fusarium_oxysporum	Terpene_syn_C_2	PF19086.1	nan
TVY60341.1	8649	10412	0	1010_Fusarium_oxysporum	GCA_005930515.1	1764	7.0	Group_17	Fusarium_oxysporum	Zn_clus	PF00172.19	Group_17.1
TVY60238.1	11233	13216	0	1010_Fusarium_oxysporum	GCA_005930515.1	1984	6.0	Group_17	Fusarium_oxysporum	p450	PF00067.23	Group_17.2
TVY60237.1	14702	18849	0	1010_Fusarium_oxysporum	GCA_005930515.1	4148	5.0	Group_17	Fusarium_oxysporum	AMP-binding	PF00501.29	Group_17.5
TVY60237.1	14702	18849	0	1010_Fusarium_oxysporum	GCA_005930515.1	4148	5.0	Group_17	Fusarium_oxysporum	Transferase	PF02458.16	nan
TXB97360.1	1	4147	0	1026_Fusarium_oxysporum	GCA_007994515.1	4147	1.0	Group_17	Fusarium_oxysporum	AMP-binding	PF00501.29	nan
TXB97360.1	1	4147	0	1026_Fusarium_oxysporum	GCA_007994515.1	4147	1.0	Group_17	Fusarium_oxysporum	Transferase	PF02458.16	nan
TXB97359.1	5629	7619	0	1026_Fusarium_oxysporum	GCA_007994515.1	1991	2.0	Group_17	Fusarium_oxysporum	p450	PF00067.23	Group_17.5
TXB97358.1	8440	10212	0	1026_Fusarium_oxysporum	GCA_007994515.1	1773	3.0	Group_17	Fusarium_oxysporum	Zn_clus	PF00172.19	Group_17.1
TXB97357.1	11443	12713	1	1026_Fusarium_oxysporum	GCA_007994515.1	1271	4.0	Group_16	Fusarium_oxysporum	Terpene_syn_C_2	PF19086.1	nan
TXB97356.1	13170	16533	0	1026_Fusarium_oxysporum	GCA_007994515.1	3364	5.0	Group_0	Fusarium_oxysporum	E1-E2_ATPase	PF00122.21	nan
TXB97356.1	13170	16533	0	1026_Fusarium_oxysporum	GCA_007994515.1	3364	5.0	Group_0	Fusarium_oxysporum	HMA	PF00403.27	nan
TXB97356.1	13170	16533	0	1026_Fusarium_oxysporum	GCA_007994515.1	3364	5.0	Group_0	Fusarium_oxysporum	Hydrolase	PF00702.27	nan
TXB97356.1	13170	16533	0	1026_Fusarium_oxysporum	GCA_007994515.1	3364	5.0	Group_0	Fusarium_oxysporum	Hydrolase_3	PF08282.13	nan
TXB97365.1	17425	18854	1	1026_Fusarium_oxysporum	GCA_007994515.1	1430	6.0	Group_2	Fusarium_oxysporum	DIT1_PvcA	PF05141.13	Group_2.1
EWZ83430.1	7919	12062	0	103_Fusarium_oxysporum	GCA_000259975.2	4144	1.0	Group_17	Fusarium_oxysporum	AMP-binding	PF00501.29	nan
EWZ83430.1	7919	12062	0	103_Fusarium_oxysporum	GCA_000259975.2	4144	1.0	Group_17	Fusarium_oxysporum	Transferase	PF02458.16	nan
EWZ83431.1	13553	15629	0	103_Fusarium_oxysporum	GCA_000259975.2	2077	2.0	Group_17	Fusarium_oxysporum	p450	PF00067.23	Group_17.5
EWZ83432.1	16364	18137	0	103_Fusarium_oxysporum	GCA_000259975.2	1774	3.0	Group_17	Fusarium_oxysporum	none	none	Group_17.1
EWZ83433.1	18988	20640	1	103_Fusarium_oxysporum	GCA_000259975.2	1653	4.0	Group_16	Fusarium_oxysporum	Terpene_syn_C_2	PF19086.1	nan
EWZ83434.1	20799	24779	0	103_Fusarium_oxysporum	GCA_000259975.2	3981	5.0	Group_0	Fusarium_oxysporum	E1-E2_ATPase	PF00122.21	nan
EWZ83434.1	20799	24779	0	103_Fusarium_oxysporum	GCA_000259975.2	3981	5.0	Group_0	Fusarium_oxysporum	HMA	PF00403.27	nan
EWZ83434.1	20799	24779	0	103_Fusarium_oxysporum	GCA_000259975.2	3981	5.0	Group_0	Fusarium_oxysporum	Hydrolase	PF00702.27	nan
EWZ83434.1	20799	24779	0	103_Fusarium_oxysporum	GCA_000259975.2	3981	5.0	Group_0	Fusarium_oxysporum	Hydrolase_3	PF08282.13	nan
EWZ83435.1	25349	26778	1	103_Fusarium_oxysporum	GCA_000259975.2	1430	6.0	Group_2	Fusarium_oxysporum	DIT1_PvcA	PF05141.13	Group_2.1
EWZ83436.1	28125	30236	0	103_Fusarium_oxysporum	GCA_000259975.2	2112	7.0	Group_3	Fusarium_oxysporum	p450	PF00067.23	nan
EWZ83437.1	30800	33150	0	103_Fusarium_oxysporum	GCA_000259975.2	2351	8.0	Group_21	Fusarium_oxysporum	none	none	Group_21.1
EWZ83438.1	33470	35117	0	103_Fusarium_oxysporum	GCA_000259975.2	1648	9.0	Group_21	Fusarium_oxysporum	Mannosyl_trans3	PF11051.9	Group_21.2
