Protein	Start	Stop	Direction	BGC_Name	NCBI_Accession	ProteinSize	OrderInCluster	GroupName	RealSpecies	Domain	Domain_Accession	DupGroupName
QRD94295.1	1	2395	0	1036_Aspergillus_flavus	GCA_009017415.1	2395	1.0	Group_0	Aspergillus_flavus	FAD_binding_3	PF01494.20	nan
QRD94295.1	1	2395	0	1036_Aspergillus_flavus	GCA_009017415.1	2395	1.0	Group_0	Aspergillus_flavus	HI0933_like	PF03486.15	nan
QRD94295.1	1	2395	0	1036_Aspergillus_flavus	GCA_009017415.1	2395	1.0	Group_0	Aspergillus_flavus	Lycopene_cycl	PF05834.13	nan
QRD94295.1	1	2395	0	1036_Aspergillus_flavus	GCA_009017415.1	2395	1.0	Group_0	Aspergillus_flavus	Pyr_redox_2	PF07992.15	nan
QRD94295.1	1	2395	0	1036_Aspergillus_flavus	GCA_009017415.1	2395	1.0	Group_0	Aspergillus_flavus	Pyr_redox_3	PF13738.7	nan
QRD94296.1	3993	6115	1	1036_Aspergillus_flavus	GCA_009017415.1	2123	2.0	Group_1	Aspergillus_flavus	DIT1_PvcA	PF05141.13	nan
QRD94296.1	3993	6115	1	1036_Aspergillus_flavus	GCA_009017415.1	2123	2.0	Group_1	Aspergillus_flavus	TauD	PF02668.17	nan
QRD94297.1	6208	9062	0	1036_Aspergillus_flavus	GCA_009017415.1	2855	3.0	Group_2	Aspergillus_flavus	G-patch	PF01585.24	nan
QRD94297.1	6208	9062	0	1036_Aspergillus_flavus	GCA_009017415.1	2855	3.0	Group_2	Aspergillus_flavus	G-patch_2	PF12656.8	nan
QRD94297.1	6208	9062	0	1036_Aspergillus_flavus	GCA_009017415.1	2855	3.0	Group_2	Aspergillus_flavus	RRM_1	PF00076.23	nan
QRD94297.1	6208	9062	0	1036_Aspergillus_flavus	GCA_009017415.1	2855	3.0	Group_2	Aspergillus_flavus	zf-RanBP	PF00641.19	nan
QRD94298.1	9560	10684	1	1036_Aspergillus_flavus	GCA_009017415.1	1125	4.0	Group_3	Aspergillus_flavus	Methyltransf_23	PF13489.7	nan
QRD94298.1	9560	10684	1	1036_Aspergillus_flavus	GCA_009017415.1	1125	4.0	Group_3	Aspergillus_flavus	Methyltransf_25	PF13649.7	nan
QRD94298.1	9560	10684	1	1036_Aspergillus_flavus	GCA_009017415.1	1125	4.0	Group_3	Aspergillus_flavus	Methyltransf_31	PF13847.7	nan
QRD94299.1	11226	13010	1	1036_Aspergillus_flavus	GCA_009017415.1	1785	5.0	Group_3	Aspergillus_flavus	Amino_oxidase	PF01593.25	Group_3.11
QRD94299.1	11226	13010	1	1036_Aspergillus_flavus	GCA_009017415.1	1785	5.0	Group_3	Aspergillus_flavus	DAO	PF01266.25	nan
QRD94299.1	11226	13010	1	1036_Aspergillus_flavus	GCA_009017415.1	1785	5.0	Group_3	Aspergillus_flavus	NAD_binding_8	PF13450.7	nan
QRD94299.1	11226	13010	1	1036_Aspergillus_flavus	GCA_009017415.1	1785	5.0	Group_3	Aspergillus_flavus	Pyr_redox_2	PF07992.15	nan
QRD94300.1	13072	15328	0	1036_Aspergillus_flavus	GCA_009017415.1	2257	6.0	Group_4	Aspergillus_flavus	SQS_PSY	PF00494.20	nan
QRD94301.1	15635	17528	1	1036_Aspergillus_flavus	GCA_009017415.1	1894	7.0	Group_5	Aspergillus_flavus	RPE65	PF03055.16	nan
QRD94302.1	17742	19697	0	1036_Aspergillus_flavus	GCA_009017415.1	1956	8.0	Group_6	Aspergillus_flavus	none	none	nan
QRD94303.1	20885	22889	1	1036_Aspergillus_flavus	GCA_009017415.1	2005	9.0	Group_7	Aspergillus_flavus	BBE	PF08031.13	nan
QRD94303.1	20885	22889	1	1036_Aspergillus_flavus	GCA_009017415.1	2005	9.0	Group_7	Aspergillus_flavus	FAD_binding_4	PF01565.24	nan
KAB8071722.1	580	2456	0	1037_Aspergillus_leporis	GCA_009176345.1	1877	1.0	Group_0	Aspergillus_leporis	FAD_binding_3	PF01494.20	nan
KAB8071722.1	580	2456	0	1037_Aspergillus_leporis	GCA_009176345.1	1877	1.0	Group_0	Aspergillus_leporis	HI0933_like	PF03486.15	nan
KAB8071722.1	580	2456	0	1037_Aspergillus_leporis	GCA_009176345.1	1877	1.0	Group_0	Aspergillus_leporis	Pyr_redox	PF00070.28	nan
KAB8071722.1	580	2456	0	1037_Aspergillus_leporis	GCA_009176345.1	1877	1.0	Group_0	Aspergillus_leporis	Pyr_redox_2	PF07992.15	nan
KAB8071722.1	580	2456	0	1037_Aspergillus_leporis	GCA_009176345.1	1877	1.0	Group_0	Aspergillus_leporis	Pyr_redox_3	PF13738.7	nan
KAB8071723.1	4165	6564	1	1037_Aspergillus_leporis	GCA_009176345.1	2400	2.0	Group_1	Aspergillus_leporis	DIT1_PvcA	PF05141.13	nan
