Protein	Start	Stop	Direction	BGC_Name	NCBI_Accession	ProteinSize	OrderInCluster	GroupName	RealSpecies	Domain	Domain_Accession	DupGroupName
KAE9567287.1	11311	12123	0	1106_Colletotrichum_fructicola	GCA_009771025.1	813	22.0	Group_20	Colletotrichum_fructicola	Lactamase_B_2	PF12706.8	nan
KAE9567287.1	11311	12123	0	1106_Colletotrichum_fructicola	GCA_009771025.1	813	22.0	Group_20	Colletotrichum_fructicola	Lactamase_B_3	PF13483.7	nan
KAE9567280.1	16379	17890	0	1106_Colletotrichum_fructicola	GCA_009771025.1	1512	21.0	Group_13	Colletotrichum_fructicola	AbfB	PF05270.14	nan
KAE9567280.1	16379	17890	0	1106_Colletotrichum_fructicola	GCA_009771025.1	1512	21.0	Group_13	Colletotrichum_fructicola	ArabFuran-catal	PF09206.12	nan
KAE9567281.1	18223	19989	1	1106_Colletotrichum_fructicola	GCA_009771025.1	1767	20.0	Group_0	Colletotrichum_fructicola	DIT1_PvcA	PF05141.13	nan
KAE9567277.1	21735	23214	0	1106_Colletotrichum_fructicola	GCA_009771025.1	1480	19.0	Group_1	Colletotrichum_fructicola	MFS_1	PF07690.17	nan
KAE9567278.1	24527	26613	0	1106_Colletotrichum_fructicola	GCA_009771025.1	2087	18.0	Group_2	Colletotrichum_fructicola	Cu-oxidase	PF00394.23	nan
KAE9567278.1	24527	26613	0	1106_Colletotrichum_fructicola	GCA_009771025.1	2087	18.0	Group_2	Colletotrichum_fructicola	Cu-oxidase_2	PF07731.15	nan
KAE9567278.1	24527	26613	0	1106_Colletotrichum_fructicola	GCA_009771025.1	2087	18.0	Group_2	Colletotrichum_fructicola	Cu-oxidase_3	PF07732.16	nan
KAE9567307.1	27162	29615	1	1106_Colletotrichum_fructicola	GCA_009771025.1	2454	17.0	Group_3	Colletotrichum_fructicola	Aspzincin_M35	PF14521.7	nan
KAE9567307.1	27162	29615	1	1106_Colletotrichum_fructicola	GCA_009771025.1	2454	17.0	Group_3	Colletotrichum_fructicola	Lipase_GDSL_2	PF13472.7	nan
KAE9567259.1	30790	31739	0	1106_Colletotrichum_fructicola	GCA_009771025.1	950	16.0	Group_4	Colletotrichum_fructicola	PQ-loop	PF04193.15	nan
KAE9567309.1	31901	33464	1	1106_Colletotrichum_fructicola	GCA_009771025.1	1564	15.0	Group_5	Colletotrichum_fructicola	none	none	nan
KAE9567308.1	37471	39667	0	1106_Colletotrichum_fructicola	GCA_009771025.1	2197	14.0	Group_6	Colletotrichum_fructicola	HET	PF06985.12	nan
KAE9567262.1	40355	42164	0	1106_Colletotrichum_fructicola	GCA_009771025.1	1810	13.0	Group_7	Colletotrichum_fructicola	MFS_1	PF07690.17	nan
KAE9567262.1	40355	42164	0	1106_Colletotrichum_fructicola	GCA_009771025.1	1810	13.0	Group_7	Colletotrichum_fructicola	Sugar_tr	PF00083.25	nan
KAE9567261.1	42554	44265	1	1106_Colletotrichum_fructicola	GCA_009771025.1	1712	12.0	Group_8	Colletotrichum_fructicola	MFS_1	PF07690.17	nan
KAE9567261.1	42554	44265	1	1106_Colletotrichum_fructicola	GCA_009771025.1	1712	12.0	Group_8	Colletotrichum_fructicola	Sugar_tr	PF00083.25	nan
KAE9567260.1	45007	47335	0	1106_Colletotrichum_fructicola	GCA_009771025.1	2329	11.0	Group_9	Colletotrichum_fructicola	Fungal_trans	PF04082.19	nan
KAE9567260.1	45007	47335	0	1106_Colletotrichum_fructicola	GCA_009771025.1	2329	11.0	Group_9	Colletotrichum_fructicola	Zn_clus	PF00172.19	nan
KAE9567264.1	47450	48033	1	1106_Colletotrichum_fructicola	GCA_009771025.1	584	10.0	Group_10	Colletotrichum_fructicola	none	none	nan
KAE9567263.1	49569	51221	0	1106_Colletotrichum_fructicola	GCA_009771025.1	1653	9.0	Group_11	Colletotrichum_fructicola	p450	PF00067.23	nan
KAF0327129.1	1	1769	1	1113_Colletotrichum_asianum	GCA_009806415.1	1769	15.0	Group_0	Colletotrichum_asianum	DIT1_PvcA	PF05141.13	nan
KAF0327130.1	3528	5007	0	1113_Colletotrichum_asianum	GCA_009806415.1	1480	14.0	Group_1	Colletotrichum_asianum	MFS_1	PF07690.17	nan
KAF0327131.1	6319	8403	0	1113_Colletotrichum_asianum	GCA_009806415.1	2085	13.0	Group_2	Colletotrichum_asianum	Cu-oxidase	PF00394.23	nan
KAF0327131.1	6319	8403	0	1113_Colletotrichum_asianum	GCA_009806415.1	2085	13.0	Group_2	Colletotrichum_asianum	Cu-oxidase_2	PF07731.15	nan
KAF0327131.1	6319	8403	0	1113_Colletotrichum_asianum	GCA_009806415.1	2085	13.0	Group_2	Colletotrichum_asianum	Cu-oxidase_3	PF07732.16	nan
KAF0327132.1	8960	11413	1	1113_Colletotrichum_asianum	GCA_009806415.1	2454	12.0	Group_3	Colletotrichum_asianum	Aspzincin_M35	PF14521.7	nan
KAF0327132.1	8960	11413	1	1113_Colletotrichum_asianum	GCA_009806415.1	2454	12.0	Group_3	Colletotrichum_asianum	Lipase_GDSL_2	PF13472.7	nan
KAF0327133.1	12589	13538	0	1113_Colletotrichum_asianum	GCA_009806415.1	950	11.0	Group_4	Colletotrichum_asianum	PQ-loop	PF04193.15	nan
KAF0327134.1	13701	15034	1	1113_Colletotrichum_asianum	GCA_009806415.1	1334	10.0	Group_5	Colletotrichum_asianum	none	none	nan
KAF0327135.1	16758	18954	0	1113_Colletotrichum_asianum	GCA_009806415.1	2197	9.0	Group_6	Colletotrichum_asianum	HET	PF06985.12	nan
