Protein	Start	Stop	Direction	BGC_Name	NCBI_Accession	ProteinSize	OrderInCluster	GroupName	RealSpecies	Domain	Domain_Accession	DupGroupName
KAF3021770.1	11232	13795	0	1218_Penicillium_rubens	GCA_011058885.1	2564	6.0	Group_0	Penicillium_rubens	Fungal_trans	PF04082.19	nan
KAF3021770.1	11232	13795	0	1218_Penicillium_rubens	GCA_011058885.1	2564	6.0	Group_0	Penicillium_rubens	Zn_clus	PF00172.19	nan
KAF3021771.1	15109	15813	0	1218_Penicillium_rubens	GCA_011058885.1	705	5.0	Group_1	Penicillium_rubens	DJ-1_PfpI	PF01965.25	nan
KAF3021772.1	16895	19033	0	1218_Penicillium_rubens	GCA_011058885.1	2139	4.0	Group_2	Penicillium_rubens	DIT1_PvcA	PF05141.13	nan
KAF3021772.1	16895	19033	0	1218_Penicillium_rubens	GCA_011058885.1	2139	4.0	Group_2	Penicillium_rubens	TauD	PF02668.17	nan
KAF3021773.1	19544	20591	1	1218_Penicillium_rubens	GCA_011058885.1	1048	3.0	Group_3	Penicillium_rubens	none	none	nan
KAF3396427.1	21660	24278	0	1239_Penicillium_rolfsii	GCA_011392555.1	2619	5.0	Group_0	Penicillium_rolfsii	Fungal_trans	PF04082.19	nan
KAF3396427.1	21660	24278	0	1239_Penicillium_rolfsii	GCA_011392555.1	2619	5.0	Group_0	Penicillium_rolfsii	Zn_clus	PF00172.19	nan
KAF3396433.1	26725	27432	0	1239_Penicillium_rolfsii	GCA_011392555.1	708	4.0	Group_1	Penicillium_rolfsii	DJ-1_PfpI	PF01965.25	nan
KAF3396042.1	28553	30716	0	1239_Penicillium_rolfsii	GCA_011392555.1	2164	3.0	Group_2	Penicillium_rolfsii	DIT1_PvcA	PF05141.13	nan
KAF3396042.1	28553	30716	0	1239_Penicillium_rolfsii	GCA_011392555.1	2164	3.0	Group_2	Penicillium_rolfsii	TauD	PF02668.17	nan
KAG0155614.1	1	2159	0	1263_Penicillium_digitatum	GCA_012295545.2	2159	3.0	Group_2	Penicillium_digitatum	DIT1_PvcA	PF05141.13	nan
KAG0155614.1	1	2159	0	1263_Penicillium_digitatum	GCA_012295545.2	2159	3.0	Group_2	Penicillium_digitatum	TauD	PF02668.17	nan
KAG0155615.1	2519	3823	1	1263_Penicillium_digitatum	GCA_012295545.2	1305	2.0	Group_3	Penicillium_digitatum	none	none	nan
KAF4295189.1	4554	5631	1	1268_Aspergillus_fumigatus	GCA_012656115.1	1078	1.0	Group_3	Aspergillus_fumigatus	none	none	nan
KAF4295190.1	6158	10286	0	1268_Aspergillus_fumigatus	GCA_012656115.1	4129	2.0	Group_2	Aspergillus_fumigatus	DIT1_PvcA	PF05141.13	nan
KAF4295190.1	6158	10286	0	1268_Aspergillus_fumigatus	GCA_012656115.1	4129	2.0	Group_2	Aspergillus_fumigatus	DJ-1_PfpI	PF01965.25	nan
KAF4295190.1	6158	10286	0	1268_Aspergillus_fumigatus	GCA_012656115.1	4129	2.0	Group_2	Aspergillus_fumigatus	TauD	PF02668.17	nan
KAF4295191.1	12205	14850	0	1268_Aspergillus_fumigatus	GCA_012656115.1	2646	3.0	Group_0	Aspergillus_fumigatus	Fungal_trans	PF04082.19	nan
