Protein	Start	Stop	Direction	BGC_Name	NCBI_Accession	ProteinSize	OrderInCluster	GroupName	RealSpecies	Domain	Domain_Accession	DupGroupName
TVY77414.1	1672	3754	1	1008_Fusarium_oxysporum	GCA_005930515.1	2083	6.0	Group_0	Fusarium_oxysporum	DIT1_PvcA	PF05141.13	Group_0.3
TVY77414.1	1672	3754	1	1008_Fusarium_oxysporum	GCA_005930515.1	2083	6.0	Group_0	Fusarium_oxysporum	TauD	PF02668.17	nan
TVY77413.1	4600	6317	0	1008_Fusarium_oxysporum	GCA_005930515.1	1718	5.0	Group_1	Fusarium_oxysporum	FAD_binding_3	PF01494.20	nan
TVY77413.1	4600	6317	0	1008_Fusarium_oxysporum	GCA_005930515.1	1718	5.0	Group_1	Fusarium_oxysporum	Lycopene_cycl	PF05834.13	nan
TVY77413.1	4600	6317	0	1008_Fusarium_oxysporum	GCA_005930515.1	1718	5.0	Group_1	Fusarium_oxysporum	Pyr_redox_3	PF13738.7	nan
TVY76226.1	7244	8622	0	1008_Fusarium_oxysporum	GCA_005930515.1	1379	4.0	Group_1	Fusarium_oxysporum	MFS_1	PF07690.17	Group_1.8
TQW00034.1	1	2045	0	1014_Cordyceps_javanica	GCA_006981985.1	2045	3.0	Group_0	Cordyceps_javanica	DIT1_PvcA	PF05141.13	nan
TQW00034.1	1	2045	0	1014_Cordyceps_javanica	GCA_006981985.1	2045	3.0	Group_0	Cordyceps_javanica	TauD	PF02668.17	nan
TQW00035.1	3141	5442	0	1014_Cordyceps_javanica	GCA_006981985.1	2302	2.0	Group_0	Cordyceps_javanica	Lactamase_B_2	PF12706.8	Group_0.5
ESU15154.1	1	1964	1	101_Fusarium_graminearum	GCA_000240135.3	1964	7.0	Group_1	Fusarium_graminearum	DAO	PF01266.25	Group_1.2
ESU15154.1	1	1964	1	101_Fusarium_graminearum	GCA_000240135.3	1964	7.0	Group_1	Fusarium_graminearum	FAD_binding_3	PF01494.20	nan
ESU15154.1	1	1964	1	101_Fusarium_graminearum	GCA_000240135.3	1964	7.0	Group_1	Fusarium_graminearum	HI0933_like	PF03486.15	nan
ESU15154.1	1	1964	1	101_Fusarium_graminearum	GCA_000240135.3	1964	7.0	Group_1	Fusarium_graminearum	Lycopene_cycl	PF05834.13	nan
ESU15154.1	1	1964	1	101_Fusarium_graminearum	GCA_000240135.3	1964	7.0	Group_1	Fusarium_graminearum	Pyr_redox_3	PF13738.7	nan
ESU15155.1	2799	5468	0	101_Fusarium_graminearum	GCA_000240135.3	2670	6.0	Group_0	Fusarium_graminearum	DIT1_PvcA	PF05141.13	Group_0.3
ESU15155.1	2799	5468	0	101_Fusarium_graminearum	GCA_000240135.3	2670	6.0	Group_0	Fusarium_graminearum	TauD	PF02668.17	nan
TXC08887.1	1	3106	1	1024_Fusarium_oxysporum	GCA_007994515.1	3106	8.0	Group_0	Fusarium_oxysporum	Cupin_1	PF00190.23	Group_0.3
TXC08887.1	1	3106	1	1024_Fusarium_oxysporum	GCA_007994515.1	3106	8.0	Group_0	Fusarium_oxysporum	Cupin_2	PF07883.12	nan
TXC08887.1	1	3106	1	1024_Fusarium_oxysporum	GCA_007994515.1	3106	8.0	Group_0	Fusarium_oxysporum	DIT1_PvcA	PF05141.13	nan
TXC08887.1	1	3106	1	1024_Fusarium_oxysporum	GCA_007994515.1	3106	8.0	Group_0	Fusarium_oxysporum	TauD	PF02668.17	nan
TXC08890.1	3953	5670	0	1024_Fusarium_oxysporum	GCA_007994515.1	1718	7.0	Group_1	Fusarium_oxysporum	FAD_binding_3	PF01494.20	nan
TXC08890.1	3953	5670	0	1024_Fusarium_oxysporum	GCA_007994515.1	1718	7.0	Group_1	Fusarium_oxysporum	Lycopene_cycl	PF05834.13	nan
TXC08890.1	3953	5670	0	1024_Fusarium_oxysporum	GCA_007994515.1	1718	7.0	Group_1	Fusarium_oxysporum	Pyr_redox_3	PF13738.7	nan
TXC08889.1	6608	7986	0	1024_Fusarium_oxysporum	GCA_007994515.1	1379	6.0	Group_1	Fusarium_oxysporum	MFS_1	PF07690.17	Group_1.8
ATY64540.1	1	1801	1	1027_Cordyceps_militaris	GCA_008080495.1	1801	9.0	Group_1	Cordyceps_militaris	DAO	PF01266.25	Group_1.2
ATY64540.1	1	1801	1	1027_Cordyceps_militaris	GCA_008080495.1	1801	9.0	Group_1	Cordyceps_militaris	FAD_binding_3	PF01494.20	nan
ATY64540.1	1	1801	1	1027_Cordyceps_militaris	GCA_008080495.1	1801	9.0	Group_1	Cordyceps_militaris	HI0933_like	PF03486.15	nan
ATY64540.1	1	1801	1	1027_Cordyceps_militaris	GCA_008080495.1	1801	9.0	Group_1	Cordyceps_militaris	Lycopene_cycl	PF05834.13	nan
ATY64540.1	1	1801	1	1027_Cordyceps_militaris	GCA_008080495.1	1801	9.0	Group_1	Cordyceps_militaris	Pyr_redox	PF00070.28	nan
ATY64540.1	1	1801	1	1027_Cordyceps_militaris	GCA_008080495.1	1801	9.0	Group_1	Cordyceps_militaris	Pyr_redox_2	PF07992.15	nan
ATY64541.1	3480	5592	0	1027_Cordyceps_militaris	GCA_008080495.1	2113	8.0	Group_0	Cordyceps_militaris	DIT1_PvcA	PF05141.13	nan
ATY64541.1	3480	5592	0	1027_Cordyceps_militaris	GCA_008080495.1	2113	8.0	Group_0	Cordyceps_militaris	TauD	PF02668.17	nan
ATY65256.1	5955	8146	0	1027_Cordyceps_militaris	GCA_008080495.1	2192	7.0	Group_0	Cordyceps_militaris	Lactamase_B_2	PF12706.8	Group_0.5
EWZ84356.1	7214	8796	1	104_Fusarium_oxysporum	GCA_000259975.2	1583	5.0	Group_1	Fusarium_oxysporum	MFS_1	PF07690.17	Group_1.2
EWZ84357.1	9671	11388	1	104_Fusarium_oxysporum	GCA_000259975.2	1718	4.0	Group_1	Fusarium_oxysporum	FAD_binding_3	PF01494.20	Group_1.8
EWZ84357.1	9671	11388	1	104_Fusarium_oxysporum	GCA_000259975.2	1718	4.0	Group_1	Fusarium_oxysporum	Lycopene_cycl	PF05834.13	nan
EWZ84358.1	12174	14316	0	104_Fusarium_oxysporum	GCA_000259975.2	2143	3.0	Group_0	Fusarium_oxysporum	DIT1_PvcA	PF05141.13	Group_0.3
EWZ84358.1	12174	14316	0	104_Fusarium_oxysporum	GCA_000259975.2	2143	3.0	Group_0	Fusarium_oxysporum	TauD	PF02668.17	nan
EXA33712.1	1	2143	1	106_Fusarium_oxysporum	GCA_000260075.2	2143	5.0	Group_0	Fusarium_oxysporum	DIT1_PvcA	PF05141.13	Group_0.3
EXA33712.1	1	2143	1	106_Fusarium_oxysporum	GCA_000260075.2	2143	5.0	Group_0	Fusarium_oxysporum	TauD	PF02668.17	nan
EXA33713.1	2927	4644	0	106_Fusarium_oxysporum	GCA_000260075.2	1718	4.0	Group_1	Fusarium_oxysporum	FAD_binding_3	PF01494.20	nan
