Protein	Start	Stop	Direction	BGC_Name	NCBI_Accession	ProteinSize	OrderInCluster	GroupName	RealSpecies	Domain	Domain_Accession	DupGroupName
THV48775.1	2365	4104	1	1004_Botrytis_galanthina	GCA_004916875.1	1740	3.0	Group_0	Botrytis_galanthina	MFS_1	PF07690.17	Group_0.3
THV48775.1	2365	4104	1	1004_Botrytis_galanthina	GCA_004916875.1	1740	3.0	Group_0	Botrytis_galanthina	TRI12	PF06609.14	nan
THV48776.1	6577	7850	0	1004_Botrytis_galanthina	GCA_004916875.1	1274	2.0	Group_1	Botrytis_galanthina	DIT1_PvcA	PF05141.13	Group_1.9
TVY68270.1	8578	10093	1	1009_Fusarium_oxysporum	GCA_005930515.1	1516	5.0	Group_1	Fusarium_oxysporum	DIT1_PvcA	PF05141.13	Group_1.9
TVY68268.1	11065	14905	0	1009_Fusarium_oxysporum	GCA_005930515.1	3841	4.0	Group_0	Fusarium_oxysporum	AMP-binding	PF00501.29	Group_0.3
TVY68268.1	11065	14905	0	1009_Fusarium_oxysporum	GCA_005930515.1	3841	4.0	Group_0	Fusarium_oxysporum	PP-binding	PF00550.26	nan
TVY68268.1	11065	14905	0	1009_Fusarium_oxysporum	GCA_005930515.1	3841	4.0	Group_0	Fusarium_oxysporum	Transferase	PF02458.16	nan
TVY67899.1	15824	17551	0	1009_Fusarium_oxysporum	GCA_005930515.1	1728	3.0	Group_0	Fusarium_oxysporum	MFS_1	PF07690.17	Group_0.5
TXC02547.1	11210	12937	1	1025_Fusarium_oxysporum	GCA_007994515.1	1728	5.0	Group_0	Fusarium_oxysporum	MFS_1	PF07690.17	nan
TXC02546.1	13843	17689	1	1025_Fusarium_oxysporum	GCA_007994515.1	3847	4.0	Group_0	Fusarium_oxysporum	AMP-binding	PF00501.29	Group_0.5
TXC02546.1	13843	17689	1	1025_Fusarium_oxysporum	GCA_007994515.1	3847	4.0	Group_0	Fusarium_oxysporum	PP-binding	PF00550.26	nan
TXC02546.1	13843	17689	1	1025_Fusarium_oxysporum	GCA_007994515.1	3847	4.0	Group_0	Fusarium_oxysporum	Transferase	PF02458.16	nan
TXC02900.1	18595	20176	0	1025_Fusarium_oxysporum	GCA_007994515.1	1582	3.0	Group_1	Fusarium_oxysporum	DIT1_PvcA	PF05141.13	Group_1.9
ESU09456.1	3924	5675	1	102_Fusarium_graminearum	GCA_000240135.3	1752	12.0	Group_0	Fusarium_graminearum	MFS_1	PF07690.17	nan
ESU09457.1	6327	10778	1	102_Fusarium_graminearum	GCA_000240135.3	4452	11.0	Group_0	Fusarium_graminearum	AMP-binding	PF00501.29	Group_0.5
ESU09457.1	6327	10778	1	102_Fusarium_graminearum	GCA_000240135.3	4452	11.0	Group_0	Fusarium_graminearum	PP-binding	PF00550.26	nan
ESU09457.1	6327	10778	1	102_Fusarium_graminearum	GCA_000240135.3	4452	11.0	Group_0	Fusarium_graminearum	Transferase	PF02458.16	nan
ESU09458.1	12581	19285	0	102_Fusarium_graminearum	GCA_000240135.3	6705	10.0	Group_1	Fusarium_graminearum	AAA_16	PF13191.7	Group_1.9
ESU09458.1	12581	19285	0	102_Fusarium_graminearum	GCA_000240135.3	6705	10.0	Group_1	Fusarium_graminearum	ABC2_membrane	PF01061.25	nan
ESU09458.1	12581	19285	0	102_Fusarium_graminearum	GCA_000240135.3	6705	10.0	Group_1	Fusarium_graminearum	ABC2_membrane_3	PF12698.8	nan
ESU09458.1	12581	19285	0	102_Fusarium_graminearum	GCA_000240135.3	6705	10.0	Group_1	Fusarium_graminearum	ABC2_membrane_7	PF19055.1	nan
