Protein	Start	Stop	Direction	BGC_Name	NCBI_Accession	ProteinSize	OrderInCluster	GroupName	RealSpecies	Domain	Domain_Accession	DupGroupName
EAW12215.1	1	850	1	10_Aspergillus_clavatus	GCA_000002715.1	850	1.0	Group_3	Aspergillus_clavatus	DJ-1_PfpI	PF01965.25	nan
EAW12215.1	1	850	1	10_Aspergillus_clavatus	GCA_000002715.1	850	1.0	Group_3	Aspergillus_clavatus	DJ-1_PfpI	PF01965.25	nan
EAW12216.1	1144	3742	0	10_Aspergillus_clavatus	GCA_000002715.1	2599	2.0	Group_4	Aspergillus_clavatus	none	none	nan
EAW12216.1	1144	3742	0	10_Aspergillus_clavatus	GCA_000002715.1	2599	2.0	Group_4	Aspergillus_clavatus	none	none	nan
EAW12217.1	4930	6060	0	10_Aspergillus_clavatus	GCA_000002715.1	1131	3.0	Group_0	Aspergillus_clavatus	HAD_2	PF13419.7	nan
EAW12217.1	4930	6060	0	10_Aspergillus_clavatus	GCA_000002715.1	1131	3.0	Group_0	Aspergillus_clavatus	Hydrolase	PF00702.27	nan
EAW12217.1	4930	6060	0	10_Aspergillus_clavatus	GCA_000002715.1	1131	3.0	Group_0	Aspergillus_clavatus	Hydrolase_6	PF13344.7	nan
EAW12217.1	4930	6060	0	10_Aspergillus_clavatus	GCA_000002715.1	1131	3.0	Group_0	Aspergillus_clavatus	Hydrolase_like	PF13242.7	nan
EAW12218.1	6652	8573	1	10_Aspergillus_clavatus	GCA_000002715.1	1922	4.0	Group_1	Aspergillus_clavatus	DIT1_PvcA	PF05141.13	nan
EAW12218.1	6652	8573	1	10_Aspergillus_clavatus	GCA_000002715.1	1922	4.0	Group_1	Aspergillus_clavatus	TauD	PF02668.17	nan
EAW12219.1	9592	11291	0	10_Aspergillus_clavatus	GCA_000002715.1	1700	5.0	Group_2	Aspergillus_clavatus	MFS_1	PF07690.17	nan
KAF4284484.1	1	1101	1	1265_Aspergillus_fumigatus	GCA_012656115.1	1101	16.0	Group_0	Aspergillus_fumigatus	Hydrolase	PF00702.27	nan
KAF4284484.1	1	1101	1	1265_Aspergillus_fumigatus	GCA_012656115.1	1101	16.0	Group_0	Aspergillus_fumigatus	Hydrolase_6	PF13344.7	nan
KAF4284484.1	1	1101	1	1265_Aspergillus_fumigatus	GCA_012656115.1	1101	16.0	Group_0	Aspergillus_fumigatus	Hydrolase_like	PF13242.7	nan
KAF4284485.1	1745	3658	0	1265_Aspergillus_fumigatus	GCA_012656115.1	1914	15.0	Group_1	Aspergillus_fumigatus	DIT1_PvcA	PF05141.13	nan
KAF4284485.1	1745	3658	0	1265_Aspergillus_fumigatus	GCA_012656115.1	1914	15.0	Group_1	Aspergillus_fumigatus	TauD	PF02668.17	nan
KAF4284486.1	4452	6053	1	1265_Aspergillus_fumigatus	GCA_012656115.1	1602	14.0	Group_2	Aspergillus_fumigatus	MFS_1	PF07690.17	nan
KAF4283196.1	16566	17396	0	1267_Aspergillus_fumigatus	GCA_012656115.1	831	16.0	Group_7	Aspergillus_fumigatus	none	none	nan
KAF4283197.1	18110	19750	1	1267_Aspergillus_fumigatus	GCA_012656115.1	1641	15.0	Group_8	Aspergillus_fumigatus	DIT1_PvcA	PF05141.13	nan
KAF4283198.1	20765	21551	1	1267_Aspergillus_fumigatus	GCA_012656115.1	787	14.0	Group_9	Aspergillus_fumigatus	GST_C	PF00043.26	nan
KAF4283198.1	20765	21551	1	1267_Aspergillus_fumigatus	GCA_012656115.1	787	14.0	Group_9	Aspergillus_fumigatus	GST_C_2	PF13410.7	nan
KAF4283198.1	20765	21551	1	1267_Aspergillus_fumigatus	GCA_012656115.1	787	14.0	Group_9	Aspergillus_fumigatus	GST_C_3	PF14497.7	nan
KAF4283198.1	20765	21551	1	1267_Aspergillus_fumigatus	GCA_012656115.1	787	14.0	Group_9	Aspergillus_fumigatus	GST_N	PF02798.21	nan
KAF4283198.1	20765	21551	1	1267_Aspergillus_fumigatus	GCA_012656115.1	787	14.0	Group_9	Aspergillus_fumigatus	GST_N_2	PF13409.7	nan
KAF4283198.1	20765	21551	1	1267_Aspergillus_fumigatus	GCA_012656115.1	787	14.0	Group_9	Aspergillus_fumigatus	GST_N_3	PF13417.7	nan
KAF4283199.1	22503	23896	1	1267_Aspergillus_fumigatus	GCA_012656115.1	1394	13.0	Group_9	Aspergillus_fumigatus	DAHP_synth_1	PF00793.21	Group_9.28
KAF4283200.1	24629	26490	0	1267_Aspergillus_fumigatus	GCA_012656115.1	1862	12.0	Group_10	Aspergillus_fumigatus	Trp_halogenase	PF04820.15	nan
KAF4263634.1	1	1602	0	1273_Aspergillus_fumigatus	GCA_012656165.1	1602	28.0	Group_2	Aspergillus_fumigatus	MFS_1	PF07690.17	nan
KAF4263634.1	1	1602	0	1273_Aspergillus_fumigatus	GCA_012656165.1	1602	28.0	Group_2	Aspergillus_fumigatus	MFS_1	PF07690.17	nan
KAF4263635.1	2396	4309	1	1273_Aspergillus_fumigatus	GCA_012656165.1	1914	27.0	Group_1	Aspergillus_fumigatus	DIT1_PvcA	PF05141.13	nan
KAF4263635.1	2396	4309	1	1273_Aspergillus_fumigatus	GCA_012656165.1	1914	27.0	Group_1	Aspergillus_fumigatus	TauD	PF02668.17	nan
KAF4263635.1	2396	4309	1	1273_Aspergillus_fumigatus	GCA_012656165.1	1914	27.0	Group_1	Aspergillus_fumigatus	DIT1_PvcA	PF05141.13	nan
KAF4263635.1	2396	4309	1	1273_Aspergillus_fumigatus	GCA_012656165.1	1914	27.0	Group_1	Aspergillus_fumigatus	TauD	PF02668.17	nan
KAF4263636.1	4941	6041	0	1273_Aspergillus_fumigatus	GCA_012656165.1	1101	26.0	Group_0	Aspergillus_fumigatus	Hydrolase	PF00702.27	nan
KAF4263636.1	4941	6041	0	1273_Aspergillus_fumigatus	GCA_012656165.1	1101	26.0	Group_0	Aspergillus_fumigatus	Hydrolase_6	PF13344.7	nan
KAF4263636.1	4941	6041	0	1273_Aspergillus_fumigatus	GCA_012656165.1	1101	26.0	Group_0	Aspergillus_fumigatus	Hydrolase_like	PF13242.7	nan
KAF4263636.1	4941	6041	0	1273_Aspergillus_fumigatus	GCA_012656165.1	1101	26.0	Group_0	Aspergillus_fumigatus	Hydrolase	PF00702.27	nan
KAF4263636.1	4941	6041	0	1273_Aspergillus_fumigatus	GCA_012656165.1	1101	26.0	Group_0	Aspergillus_fumigatus	Hydrolase_6	PF13344.7	nan
KAF4263636.1	4941	6041	0	1273_Aspergillus_fumigatus	GCA_012656165.1	1101	26.0	Group_0	Aspergillus_fumigatus	Hydrolase_like	PF13242.7	nan
KAF4263637.1	7342	10055	0	1273_Aspergillus_fumigatus	GCA_012656165.1	2714	25.0	Group_4	Aspergillus_fumigatus	Zn_clus	PF00172.19	nan
KAF4263638.1	10277	11099	1	1273_Aspergillus_fumigatus	GCA_012656165.1	823	24.0	Group_3	Aspergillus_fumigatus	DJ-1_PfpI	PF01965.25	nan
KAF4263639.1	12815	13645	0	1273_Aspergillus_fumigatus	GCA_012656165.1	831	23.0	Group_7	Aspergillus_fumigatus	none	none	nan
KAF4263640.1	14359	15999	1	1273_Aspergillus_fumigatus	GCA_012656165.1	1641	22.0	Group_8	Aspergillus_fumigatus	DIT1_PvcA	PF05141.13	nan
KAF4263634.1	1	1602	0	1275_Aspergillus_fumigatus	GCA_012656165.1	1602	28.0	Group_2	Aspergillus_fumigatus	MFS_1	PF07690.17	nan
KAF4263634.1	1	1602	0	1275_Aspergillus_fumigatus	GCA_012656165.1	1602	28.0	Group_2	Aspergillus_fumigatus	MFS_1	PF07690.17	nan
KAF4263635.1	2396	4309	1	1275_Aspergillus_fumigatus	GCA_012656165.1	1914	27.0	Group_1	Aspergillus_fumigatus	DIT1_PvcA	PF05141.13	nan
KAF4263635.1	2396	4309	1	1275_Aspergillus_fumigatus	GCA_012656165.1	1914	27.0	Group_1	Aspergillus_fumigatus	TauD	PF02668.17	nan
KAF4263635.1	2396	4309	1	1275_Aspergillus_fumigatus	GCA_012656165.1	1914	27.0	Group_1	Aspergillus_fumigatus	DIT1_PvcA	PF05141.13	nan
KAF4263635.1	2396	4309	1	1275_Aspergillus_fumigatus	GCA_012656165.1	1914	27.0	Group_1	Aspergillus_fumigatus	TauD	PF02668.17	nan
KAF4263636.1	4941	6041	0	1275_Aspergillus_fumigatus	GCA_012656165.1	1101	26.0	Group_0	Aspergillus_fumigatus	Hydrolase	PF00702.27	nan
KAF4263636.1	4941	6041	0	1275_Aspergillus_fumigatus	GCA_012656165.1	1101	26.0	Group_0	Aspergillus_fumigatus	Hydrolase_6	PF13344.7	nan
KAF4263636.1	4941	6041	0	1275_Aspergillus_fumigatus	GCA_012656165.1	1101	26.0	Group_0	Aspergillus_fumigatus	Hydrolase_like	PF13242.7	nan
KAF4263636.1	4941	6041	0	1275_Aspergillus_fumigatus	GCA_012656165.1	1101	26.0	Group_0	Aspergillus_fumigatus	Hydrolase	PF00702.27	nan
KAF4263636.1	4941	6041	0	1275_Aspergillus_fumigatus	GCA_012656165.1	1101	26.0	Group_0	Aspergillus_fumigatus	Hydrolase_6	PF13344.7	nan
KAF4263636.1	4941	6041	0	1275_Aspergillus_fumigatus	GCA_012656165.1	1101	26.0	Group_0	Aspergillus_fumigatus	Hydrolase_like	PF13242.7	nan
KAF4255529.1	1	1602	0	1278_Aspergillus_fumigatus	GCA_012656185.1	1602	10.0	Group_2	Aspergillus_fumigatus	MFS_1	PF07690.17	nan
KAF4255530.1	2396	4309	1	1278_Aspergillus_fumigatus	GCA_012656185.1	1914	9.0	Group_1	Aspergillus_fumigatus	DIT1_PvcA	PF05141.13	nan
KAF4255530.1	2396	4309	1	1278_Aspergillus_fumigatus	GCA_012656185.1	1914	9.0	Group_1	Aspergillus_fumigatus	TauD	PF02668.17	nan
KAF4255531.1	4926	6026	0	1278_Aspergillus_fumigatus	GCA_012656185.1	1101	8.0	Group_0	Aspergillus_fumigatus	Hydrolase	PF00702.27	nan
KAF4255531.1	4926	6026	0	1278_Aspergillus_fumigatus	GCA_012656185.1	1101	8.0	Group_0	Aspergillus_fumigatus	Hydrolase_6	PF13344.7	nan
KAF4255531.1	4926	6026	0	1278_Aspergillus_fumigatus	GCA_012656185.1	1101	8.0	Group_0	Aspergillus_fumigatus	Hydrolase_like	PF13242.7	nan
KAF4255532.1	7492	10205	0	1278_Aspergillus_fumigatus	GCA_012656185.1	2714	7.0	Group_4	Aspergillus_fumigatus	Zn_clus	PF00172.19	nan
KAF4255533.1	10427	11250	1	1278_Aspergillus_fumigatus	GCA_012656185.1	824	6.0	Group_3	Aspergillus_fumigatus	DJ-1_PfpI	PF01965.25	nan
KAF4255534.1	12949	13779	0	1278_Aspergillus_fumigatus	GCA_012656185.1	831	5.0	Group_7	Aspergillus_fumigatus	none	none	nan
KAF4255535.1	14493	16133	1	1278_Aspergillus_fumigatus	GCA_012656185.1	1641	4.0	Group_8	Aspergillus_fumigatus	DIT1_PvcA	PF05141.13	nan
KAF4260287.1	1	2717	0	1280_Aspergillus_fumigatus	GCA_012656215.1	2717	1.0	Group_4	Aspergillus_fumigatus	Zn_clus	PF00172.19	nan
KAF4260288.1	4166	5266	0	1280_Aspergillus_fumigatus	GCA_012656215.1	1101	2.0	Group_0	Aspergillus_fumigatus	Hydrolase	PF00702.27	nan
KAF4260288.1	4166	5266	0	1280_Aspergillus_fumigatus	GCA_012656215.1	1101	2.0	Group_0	Aspergillus_fumigatus	Hydrolase_6	PF13344.7	nan
KAF4260288.1	4166	5266	0	1280_Aspergillus_fumigatus	GCA_012656215.1	1101	2.0	Group_0	Aspergillus_fumigatus	Hydrolase_like	PF13242.7	nan
KAF4260289.1	5904	7817	1	1280_Aspergillus_fumigatus	GCA_012656215.1	1914	3.0	Group_1	Aspergillus_fumigatus	DIT1_PvcA	PF05141.13	nan
KAF4260289.1	5904	7817	1	1280_Aspergillus_fumigatus	GCA_012656215.1	1914	3.0	Group_1	Aspergillus_fumigatus	TauD	PF02668.17	nan
KAF4239001.1	1	2704	0	1283_Aspergillus_fumigatiaffinis	GCA_012656225.1	2704	12.0	Group_4	Aspergillus_fumigatiaffinis	Zn_clus	PF00172.19	nan
KAF4239002.1	2920	3720	1	1283_Aspergillus_fumigatiaffinis	GCA_012656225.1	801	11.0	Group_3	Aspergillus_fumigatiaffinis	DJ-1_PfpI	PF01965.25	nan
KAF4239003.1	5304	6173	0	1283_Aspergillus_fumigatiaffinis	GCA_012656225.1	870	10.0	Group_7	Aspergillus_fumigatiaffinis	none	none	nan
KAF4239004.1	6931	8571	1	1283_Aspergillus_fumigatiaffinis	GCA_012656225.1	1641	9.0	Group_8	Aspergillus_fumigatiaffinis	DIT1_PvcA	PF05141.13	nan
KAF4239005.1	9625	12646	1	1283_Aspergillus_fumigatiaffinis	GCA_012656225.1	3022	8.0	Group_9	Aspergillus_fumigatiaffinis	DAHP_synth_1	PF00793.21	Group_9.16
KAF4239005.1	9625	12646	1	1283_Aspergillus_fumigatiaffinis	GCA_012656225.1	3022	8.0	Group_9	Aspergillus_fumigatiaffinis	GST_C	PF00043.26	nan
KAF4239005.1	9625	12646	1	1283_Aspergillus_fumigatiaffinis	GCA_012656225.1	3022	8.0	Group_9	Aspergillus_fumigatiaffinis	GST_C_2	PF13410.7	nan
KAF4239005.1	9625	12646	1	1283_Aspergillus_fumigatiaffinis	GCA_012656225.1	3022	8.0	Group_9	Aspergillus_fumigatiaffinis	GST_C_3	PF14497.7	nan
