Protein	Start	Stop	Direction	BGC_Name	NCBI_Accession	ProteinSize	OrderInCluster	GroupName	RealSpecies	Domain	Domain_Accession	DupGroupName
QKX57701.1	1484	2891	0	1400_Talaromyces_rugulosus	GCA_013368755.1	1408	1.0	Group_0	Talaromyces_rugulosus	DIT1_PvcA	PF05141.13	nan
QKX57702.1	4165	5327	1	1400_Talaromyces_rugulosus	GCA_013368755.1	1163	2.0	Group_1	Talaromyces_rugulosus	tRNA-synt_1b	PF00579.26	nan
KAF5663820.1	1	1497	0	1459_Fusarium_heterosporum	GCA_013396295.1	1497	1.0	Group_4	Fusarium_heterosporum	none	none	nan
KAF5663821.1	2270	3253	1	1459_Fusarium_heterosporum	GCA_013396295.1	984	2.0	Group_5	Fusarium_heterosporum	Abhydrolase_1	PF00561.21	nan
KAF5663821.1	2270	3253	1	1459_Fusarium_heterosporum	GCA_013396295.1	984	2.0	Group_5	Fusarium_heterosporum	Abhydrolase_6	PF12697.8	nan
KAF5663821.1	2270	3253	1	1459_Fusarium_heterosporum	GCA_013396295.1	984	2.0	Group_5	Fusarium_heterosporum	Hydrolase_4	PF12146.9	nan
KAF5663822.1	4082	5883	1	1459_Fusarium_heterosporum	GCA_013396295.1	1802	3.0	Group_6	Fusarium_heterosporum	MFS_1	PF07690.17	nan
KAF5663822.1	4082	5883	1	1459_Fusarium_heterosporum	GCA_013396295.1	1802	3.0	Group_6	Fusarium_heterosporum	Sugar_tr	PF00083.25	nan
KAF5663822.1	4082	5883	1	1459_Fusarium_heterosporum	GCA_013396295.1	1802	3.0	Group_6	Fusarium_heterosporum	TRI12	PF06609.14	nan
KAF5663823.1	6516	7952	0	1459_Fusarium_heterosporum	GCA_013396295.1	1437	4.0	Group_0	Fusarium_heterosporum	DIT1_PvcA	PF05141.13	nan
KAF5663824.1	9936	11102	1	1459_Fusarium_heterosporum	GCA_013396295.1	1167	5.0	Group_1	Fusarium_heterosporum	tRNA-synt_1b	PF00579.26	nan
KAG8355266.1	1	1158	1	1650_Fusarium_venenatum	GCA_019425555.1	1158	9.0	Group_1	Fusarium_venenatum	tRNA-synt_1b	PF00579.26	nan
KAG8355267.1	3093	4529	0	1650_Fusarium_venenatum	GCA_019425555.1	1437	8.0	Group_0	Fusarium_venenatum	DIT1_PvcA	PF05141.13	nan
KAG8355268.1	5340	7060	1	1650_Fusarium_venenatum	GCA_019425555.1	1721	7.0	Group_6	Fusarium_venenatum	MFS_1	PF07690.17	nan
KAG8355268.1	5340	7060	1	1650_Fusarium_venenatum	GCA_019425555.1	1721	7.0	Group_6	Fusarium_venenatum	Sugar_tr	PF00083.25	nan
