Protein	Start	Stop	Direction	BGC_Name	NCBI_Accession	ProteinSize	OrderInCluster	GroupName	RealSpecies	Domain	Domain_Accession	DupGroupName
QGA14255.1	10426	11721	0	1078_Talaromyces_marneffei	GCA_009556855.1	1296	5.0	Group_2	Talaromyces_marneffei	DIT1_PvcA	PF05141.13	Group_2.12
QGA14256.1	12392	13781	0	1078_Talaromyces_marneffei	GCA_009556855.1	1390	4.0	Group_2	Talaromyces_marneffei	MFS_1	PF07690.17	Group_2.14
QGA14257.1	14998	15921	0	1078_Talaromyces_marneffei	GCA_009556855.1	924	3.0	Group_2	Talaromyces_marneffei	DJ-1_PfpI	PF01965.25	Group_2.16
QGA14258.1	16754	18376	0	1078_Talaromyces_marneffei	GCA_009556855.1	1623	2.0	Group_2	Talaromyces_marneffei	DIT1_PvcA	PF05141.13	nan
QGA14259.1	18834	20862	0	1078_Talaromyces_marneffei	GCA_009556855.1	2029	1.0	Group_2	Talaromyces_marneffei	Amidase	PF01425.22	Group_2.20
KAE8555746.1	15504	17532	1	1081_Talaromyces_marneffei	GCA_009650675.1	2029	7.0	Group_2	Talaromyces_marneffei	Amidase	PF01425.22	nan
KAE8555747.1	17990	19612	1	1081_Talaromyces_marneffei	GCA_009650675.1	1623	6.0	Group_2	Talaromyces_marneffei	DIT1_PvcA	PF05141.13	Group_2.20
KAE8555749.1	22585	23974	1	1081_Talaromyces_marneffei	GCA_009650675.1	1390	5.0	Group_2	Talaromyces_marneffei	MFS_1	PF07690.17	Group_2.16
KAE8555750.1	24645	25940	1	1081_Talaromyces_marneffei	GCA_009650675.1	1296	4.0	Group_2	Talaromyces_marneffei	DIT1_PvcA	PF05141.13	Group_2.12
KAE8555750.1	24645	25940	1	1081_Talaromyces_marneffei	GCA_009650675.1	1296	4.0	Group_2	Talaromyces_marneffei	DIT1_PvcA	PF05141.13	nan
KAE8555750.1	1	1296	1	1082_Talaromyces_marneffei	GCA_009650675.1	1296	7.0	Group_2	Talaromyces_marneffei	DIT1_PvcA	PF05141.13	nan
KAE8555750.1	1	1296	1	1082_Talaromyces_marneffei	GCA_009650675.1	1296	7.0	Group_2	Talaromyces_marneffei	DIT1_PvcA	PF05141.13	nan
KAF3030889.1	1	2394	0	1219_Penicillium_rubens	GCA_011058885.1	2394	12.0	Group_18	Penicillium_rubens	none	none	nan
KAF3030889.1	1	2394	0	1219_Penicillium_rubens	GCA_011058885.1	2394	12.0	Group_18	Penicillium_rubens	none	none	nan
KAF3030890.1	4293	5572	1	1219_Penicillium_rubens	GCA_011058885.1	1280	11.0	Group_2	Penicillium_rubens	DIT1_PvcA	PF05141.13	nan
KAF3030890.1	4293	5572	1	1219_Penicillium_rubens	GCA_011058885.1	1280	11.0	Group_2	Penicillium_rubens	DIT1_PvcA	PF05141.13	nan
KAF3030888.1	14269	15160	0	1220_Penicillium_rubens	GCA_011058885.1	892	12.0	Group_20	Penicillium_rubens	Ribonuc_L-PSP	PF01042.22	nan
KAF3030889.1	18029	20422	0	1220_Penicillium_rubens	GCA_011058885.1	2394	11.0	Group_18	Penicillium_rubens	none	none	nan
KAF3030889.1	18029	20422	0	1220_Penicillium_rubens	GCA_011058885.1	2394	11.0	Group_18	Penicillium_rubens	none	none	nan
KAF3030890.1	22321	23600	1	1220_Penicillium_rubens	GCA_011058885.1	1280	10.0	Group_2	Penicillium_rubens	DIT1_PvcA	PF05141.13	nan
KAF3030890.1	22321	23600	1	1220_Penicillium_rubens	GCA_011058885.1	1280	10.0	Group_2	Penicillium_rubens	DIT1_PvcA	PF05141.13	nan
KAF3030891.1	24602	27247	1	1220_Penicillium_rubens	GCA_011058885.1	2646	9.0	Group_2	Penicillium_rubens	DJ-1_PfpI	PF01965.25	Group_2.16
KAF3030891.1	24602	27247	1	1220_Penicillium_rubens	GCA_011058885.1	2646	9.0	Group_2	Penicillium_rubens	MFS_1	PF07690.17	nan
KAF3030892.1	27608	28930	0	1220_Penicillium_rubens	GCA_011058885.1	1323	8.0	Group_2	Penicillium_rubens	DIT1_PvcA	PF05141.13	Group_2.14
KAF3400380.1	10290	13658	0	1235_Talaromyces_pinophilus	GCA_011392495.1	3369	20.0	Group_2	Talaromyces_pinophilus	DIT1_PvcA	PF05141.13	Group_2.12
KAF3400380.1	10290	13658	0	1235_Talaromyces_pinophilus	GCA_011392495.1	3369	20.0	Group_2	Talaromyces_pinophilus	MFS_1	PF07690.17	nan
KAF3400380.1	10290	13658	0	1235_Talaromyces_pinophilus	GCA_011392495.1	3369	20.0	Group_2	Talaromyces_pinophilus	DIT1_PvcA	PF05141.13	nan
KAF3400380.1	10290	13658	0	1235_Talaromyces_pinophilus	GCA_011392495.1	3369	20.0	Group_2	Talaromyces_pinophilus	MFS_1	PF07690.17	nan
KAF3400377.1	14806	15813	0	1235_Talaromyces_pinophilus	GCA_011392495.1	1008	19.0	Group_2	Talaromyces_pinophilus	DJ-1_PfpI	PF01965.25	Group_2.16
KAF3400377.1	14806	15813	0	1235_Talaromyces_pinophilus	GCA_011392495.1	1008	19.0	Group_2	Talaromyces_pinophilus	DJ-1_PfpI	PF01965.25	nan
KAF3400378.1	16391	20739	0	1235_Talaromyces_pinophilus	GCA_011392495.1	4349	18.0	Group_2	Talaromyces_pinophilus	Amidase	PF01425.22	Group_2.14
KAF3400378.1	16391	20739	0	1235_Talaromyces_pinophilus	GCA_011392495.1	4349	18.0	Group_2	Talaromyces_pinophilus	DIT1_PvcA	PF05141.13	nan
KAF3400378.1	16391	20739	0	1235_Talaromyces_pinophilus	GCA_011392495.1	4349	18.0	Group_2	Talaromyces_pinophilus	Amidase	PF01425.22	nan
KAF3400378.1	16391	20739	0	1235_Talaromyces_pinophilus	GCA_011392495.1	4349	18.0	Group_2	Talaromyces_pinophilus	DIT1_PvcA	PF05141.13	nan
KAF3400380.1	4260	7628	0	1238_Talaromyces_pinophilus	GCA_011392495.1	3369	20.0	Group_2	Talaromyces_pinophilus	DIT1_PvcA	PF05141.13	nan
KAF3400380.1	4260	7628	0	1238_Talaromyces_pinophilus	GCA_011392495.1	3369	20.0	Group_2	Talaromyces_pinophilus	MFS_1	PF07690.17	nan
